0,0,0,0.2523576,0.3785364,0.2523576,0.2034302,0.3864528,0.3253914,0.0813075,0.1342609,0.4163852,0.4567516,0.2149938,0.1103209,0.1654814,0.195572,0.1278767,0.0852511,0,
0,-0.8651215,0,0.3785364,1.261788,0.4693031,0.4412953,1.395223,1.261297,0.824587,0.6303158,1.078679,1.754712,1.984633,0.3904903,0.7590763,0.2933581,0.03428142,1.105632,0.2169624,
0.08231277,0.1234692,0.08231277,0.2523576,0.3785364,0.3885076,0.7589518,0.9231516,2.083935,2.531247,1.388816,0.8198308,0.6507584,3.194077,1.865206,0.4766888,-0.6907119,0.9601669,1.930333,0.8322903,
0.7073255,1.287348,0.7073255,-0.4276838,0.5529628,0.8626032,0.8221659,0.2037061,2.219819,2.926099,1.218722,0.1153326,2.237308,1.700955,1.040469,0.3866686,0.2849349,1.939892,3.025147,0.9772325,
0.9580973,3.042751,-0.4377614,0.9103403,2.084899,2.345603,0.3682506,0.6908091,1.007565,1.789374,0.2639554,0.8885424,1.839319,2.224674,0.6088263,0.5973233,0.4274024,1.334198,1.008476,0.5068467,
0.7679645,1.151947,1.146183,1.78945,4.107368,1.057997,-1.096955,1.94579,0.7926689,-0.9437172,1.239176,1.522004,1.208983,1.524083,0.5996019,0.179197,0.4442722,0.4872113,0.3248075,0,
0.392415,0.4505413,0.7604426,1.470002,1.941273,3.583588,3.724159,1.897328,1.021457,0.6671404,1.361362,2.210939,1.947702,0.7722521,0.6314768,0.6926286,1.129366,0.4835925,0.4894383,0,
0.6356661,1.273194,1.670232,0.8182685,2.028723,2.528199,1.784167,0.8845318,0.7145008,1.383775,1.941447,2.129112,1.393001,0.6353403,1.330052,1.208347,3.25742,2.91257,1.738004,0.1092163,
0.5320211,1.724818,1.041985,1.396381,1.641432,1.653497,0.6913939,0.1678895,0.7716799,1.492815,1.028265,0.8118278,0.6985679,0.6317014,-0.1669408,1.114865,3.243434,3.212295,1.52105,0.3116127,
0.277179,-0.02784255,1.974243,1.209052,0.6888368,-0.001587376,1.246056,1.068266,2.162519,1.116477,0.6559935,0.5089757,0.8859622,1.041674,0.817049,0.9771144,1.823804,1.625056,1.585524,0.4521617,
0,1.742053,2.764961,1.520239,0.1525663,0.8352138,0.9620095,2.816954,1.888903,0.3653176,1.976017,1.270599,0.5259501,2.447344,2.698032,2.085916,-0.3334924,2.020544,1.539471,0.4179909,
0.5876864,1.713913,2.62531,0.9849498,0.1017108,0,0.666859,1.902917,1.653159,2.992684,2.624071,1.615777,1.364422,3.975591,2.841211,1.755179,2.035614,2.738436,1.520292,0.2537252,
0.8815296,3.277382,1.891429,0.846389,0.4646199,0.1894904,0.3027076,-0.2828917,0.9731076,1.188357,0.2973684,0.7459933,1.184859,1.895432,1.563028,1.513958,2.006287,2.645691,0.297461,0.3280774,
0.5876864,0.1254245,1.798627,2.212308,1.135194,-1.679446,-0.02313388,0,0,0.2132366,1.171999,2.170381,1.893882,0.09037594,2.093987,1.596696,2.072406,1.7987,1.633418,0.3596539,
0.137285,0.7268554,1.947843,2.108634,0.6083204,1.695982,1.307894,0.04275063,0.2361037,0.0518291,2.553767,4.137292,-0.17574,-0.8207774,1.413918,1.388756,0.7626026,1.093794,0.98295,0.5667679,
0.3613439,2.149543,2.230573,0.3425935,1.824214,1.334921,0.8120448,-0.8174278,0.2350591,2.017341,1.908364,2.215042,1.143272,0.2947389,1.106936,0.03707667,0.3245172,1.071621,1.986628,0.490498,
0.3704096,1.203887,-1.022628,2.075739,2.740258,1.292735,1.089873,0.993767,2.289606,2.497857,1.276581,1.8882,0.9933404,0.3567727,0.2235424,-0.01441745,0.8881505,2.409939,1.384342,0.57126,
0.4641376,1.179292,2.445619,1.90638,2.162018,1.170632,0.4219489,0.8795061,2.345164,1.77642,1.735738,0.6974751,0.5937701,0.8423831,0.5469306,0.832806,0.7822711,0.947515,1.572941,0.366392,
0.4630819,2.268235,3.370972,2.556389,0.9313226,0.6278887,0.1535309,0.2945942,0.8178369,2.526393,0.7109424,0.3429299,-1.17869,-0.3061041,0.5409678,1.196597,0.4097672,-0.7913783,0.366392,0.2442613,
0.3087213,0.9461676,1.361658,0.9755479,0.4037164,0.1131124,0.07540824,0,0.2506304,0.3759457,0.2506304,0.07973249,0.1195987,0.07973249,0.2116169,0.3174254,0.2116169,0,0,0,
